gzceers_id,candels_id,ra,dec,z_candels,bar_type,vollim_flag
88113165,22362,214.83392,52.849549,1.1773,Weak,True
88111296,26668,214.883084,52.907526,1.177578,No,False
88115344,28225,214.754986,52.840931,1.178296,No,True
88111475,27217,214.88054,52.909143,1.1793,Weak,True
88116351,11638,214.862587,52.816712,1.18,No,False
88115819,21815,214.864557,52.870506,1.187,No,False
88116571,12602,214.886531,52.838274,1.1898,No,True
88113465,23578,214.80278,52.834233,1.1901,Strong,True
88118490,21287,214.820364,52.834944,1.1903,No,True
88116812,13445,214.872764,52.833114,1.1908,Weak,True
88109892,23330,214.875518,52.885956,1.1931,No,True
88118366,20244,214.812323,52.824768,1.197,No,True
88108072,23126,214.98295,52.961521,1.198,Weak,False
88106394,29866,215.007503,53.013202,1.199,No,True
88113763,24865,214.824105,52.856996,1.20119,No,True
88114399,30044,214.787071,52.847116,1.213,No,True
88118488,20909,214.820852,52.834361,1.213,No,True
88116588,12823,214.88287,52.835982,1.21666,No,True
88106890,27596,214.945492,52.95749,1.223,No,True
88106762,31279,214.953388,52.965991,1.2297,Weak,True
88109991,23592,214.937755,52.931949,1.231949,No,False
88109949,23426,214.937507,52.930162,1.2338,No,True
88107107,26748,214.953316,52.958116,1.234,Weak,False
88105868,26337,214.964218,52.96413,1.234967,No,True
88106296,30276,214.996791,53.007394,1.2398,No,True
88108615,21713,215.018279,52.978897,1.241,No,True
88107342,25697,215.015852,52.997118,1.2414,No,True
88109298,21013,214.950505,52.927399,1.243,Weak,False
88106767,28132,214.990063,52.99117,1.24342,No,True
88107082,27018,215.006678,52.996174,1.2435,No,True
88106935,27442,214.994232,52.991282,1.24454,No,True
88118367,20762,214.812305,52.824981,1.247,No,True
88112882,29793,214.836876,52.897912,1.251,No,True
88108418,22300,215.016231,52.980037,1.25241,No,True
88112313,29133,214.850458,52.907453,1.253,No,False
88116277,11677,214.85632,52.810668,1.2559,Weak,True
88118184,19618,214.801597,52.814397,1.256837,Weak,True
88113902,25342,214.821016,52.857953,1.25805,Weak,True
88106489,29899,214.995692,53.002745,1.265,Weak,False
88107732,24257,214.949783,52.943602,1.2705,No,False
88111504,39931,214.921267,52.937387,1.273,No,False
88115230,29485,214.741708,52.829082,1.27391,No,True
88107212,25908,215.028721,53.009084,1.281,No,True
88118239,19664,214.797307,52.812624,1.283,No,False
88107713,24262,214.96053,52.95178,1.286,No,False
88116302,11431,214.86292,52.815954,1.287,No,False
88109367,21266,214.923725,52.909507,1.301,Weak,False
88111177,25730,214.886696,52.906968,1.304,Weak,True
88108160,22678,214.983578,52.9604,1.304,No,False
88111610,27792,214.928153,52.946457,1.315,Strong,True
88117660,17334,214.837647,52.828838,1.317,No,False
88115328,28551,214.768703,52.848721,1.33,No,True
88113996,25919,214.798497,52.844391,1.334,No,True
88113152,22078,214.831029,52.847656,1.33614,No,False
88115491,27940,214.740803,52.834675,1.33848,No,True
88109543,22113,214.937766,52.923563,1.34,Weak,True
88111596,27708,214.860298,52.897906,1.3455,Strong,True
88106482,29979,215.008376,53.010795,1.347743,No,True
88113502,23584,214.775367,52.816254,1.34785,No,True
88111416,27020,214.908643,52.927936,1.3494,No,True
88117163,14874,214.817791,52.801109,1.3549,No,True
88116832,13525,214.841979,52.811385,1.3563,No,True
88107427,25256,215.003935,52.987518,1.35726,No,False
88112478,25314,214.925095,52.930536,1.357496,Weak,True
88118676,11659,214.899571,52.84155,1.3582,No,True
88116830,13642,214.841468,52.810895,1.3591,Weak,True
88111991,30615,214.843233,52.893951,1.3608,No,True
88113071,21911,214.853386,52.861641,1.378,No,True
88106403,29799,214.948139,52.971209,1.38572,No,True
88115279,29099,214.824384,52.888988,1.39528,No,True
88115089,29738,214.824433,52.88473,1.396205,No,False
88118100,19266,214.86107,52.854589,1.3966,No,False
88117003,14121,214.874614,52.837943,1.3989,No,True
88116795,13236,214.831603,52.803541,1.411,No,False
88116870,13589,214.908157,52.859712,1.423,No,True
88116440,35420,214.899712,52.844917,1.424,No,False
88115691,22484,214.845401,52.86049,1.452,No,False
88115803,29642,214.75681,52.842493,1.458,Weak,True
88118143,19427,214.830914,52.8342,1.4598,Weak,True
88117201,15045,214.90155,52.861961,1.46946,No,True
88105872,26296,214.944279,52.950026,1.473,No,False
88118268,19886,214.845202,52.847342,1.474,No,False
88116891,14053,214.821348,52.79784,1.492,No,True
88108525,22339,215.019283,52.980556,1.496,No,True
88108826,20982,215.038979,52.989769,1.5,No,True
88106604,30690,214.991361,52.997203,1.501,No,True
88115276,28814,214.740763,52.829269,1.502,No,True
88109381,21320,214.936265,52.918589,1.5033,No,True
88117527,16732,214.879495,52.855469,1.515358,No,True
88109282,20984,214.950094,52.926974,1.520973,No,False
88108691,21356,215.014696,52.974898,1.526,No,False
88117196,15116,214.850802,52.825805,1.5288,No,True
88111195,26056,214.851888,52.883077,1.53017,Weak,True
88111752,31596,214.892339,52.924454,1.5316,No,True
88112320,29805,214.837906,52.898592,1.534,No,False
88107222,26390,214.999856,52.988709,1.5345,Weak,True
88107337,25789,215.011201,52.993913,1.537052,Weak,True
88116818,13670,214.832052,52.803992,1.5379,No,True
88116359,11887,214.914554,52.853455,1.5388,No,True
88114067,26210,214.843213,52.87672,1.5388,No,True
88106795,28145,215.008355,53.004681,1.541,No,False
88114155,26831,214.829588,52.870508,1.5429,Weak,True
88116673,12900,214.857462,52.819607,1.54467,No,True
88113879,25281,214.844048,52.873541,1.546,Weak,True
88114003,25947,214.782642,52.832612,1.547,Weak,True
88115015,29775,214.769512,52.84408,1.555,No,False
88108627,21890,215.014154,52.975103,1.5625,No,False
88113650,24042,214.824007,52.853734,1.563,No,False
88109933,23305,214.868734,52.881605,1.568,Strong,False
88107547,24803,214.960667,52.954392,1.571,Strong,True
88115032,30304,214.750132,52.8309,1.571,Strong,False
88110188,24269,214.945161,52.941089,1.573,No,True
88108548,38416,215.01979,52.981248,1.576,No,False
88113877,25164,214.848613,52.876905,1.57668,Weak,True
88112373,28295,214.845793,52.905269,1.5806,No,True
88112371,28397,214.846438,52.905084,1.58069,No,True
88112039,29725,214.850074,52.900361,1.58183,No,True
88107722,39128,215.010835,52.987276,1.582,No,False
88106590,30879,214.991147,52.997677,1.585,No,False
88115363,28708,214.75202,52.839348,1.592,No,False
88117254,15036,214.815532,52.800022,1.599,No,True
88109856,23222,214.926814,52.922178,1.60127,No,False
88111169,25715,214.87491,52.898938,1.603,No,False
88114917,41224,214.823868,52.880932,1.604,No,False
88108623,21453,215.013498,52.97526,1.609,No,True
88108413,22257,215.016584,52.980542,1.613,No,True
88109434,21479,214.871265,52.873854,1.619,No,True
88108238,22552,214.960372,52.942891,1.625,No,False
88108229,22844,214.972999,52.95185,1.629,Weak,True
88117667,17245,214.884432,52.862488,1.631,Weak,False
88114790,31281,214.778075,52.844322,1.6341,No,True
88113401,23259,214.8006,52.831613,1.645,Weak,True
88108228,22659,214.967998,52.948407,1.646,Weak,False
88108736,21295,214.975852,52.946218,1.655,No,False
88106979,40061,214.951999,52.960395,1.657,No,True
88116916,13878,214.87118,52.834067,1.666,No,True
88106559,29608,215.010143,53.011333,1.672,No,True
88107394,25604,214.966257,52.961449,1.6728,No,False
88108155,23091,215.041322,53.000964,1.673,No,False
88107043,26834,214.971107,52.971978,1.67647,No,True
88116326,11790,214.904058,52.845541,1.683,No,False
88106215,29149,215.007818,53.016823,1.687,No,False
88114449,31385,214.819942,52.872311,1.692,Weak,False
88117103,14576,214.891212,52.852392,1.696,Strong,True
88106739,27909,214.964105,52.974252,1.702,No,True
88106496,30474,214.953877,52.973084,1.703,No,False
88107241,26119,214.971943,52.968754,1.706,No,True
88108470,22153,214.982042,52.955489,1.713,No,True
88111173,25757,214.874473,52.898743,1.717,No,False
88108043,23148,214.969137,52.951959,1.721,Weak,True
88118218,37794,214.817061,52.826319,1.723,No,True
88117091,14517,214.899421,52.858182,1.72372,No,True
88106110,28926,214.983618,53.001925,1.726,No,True
